Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight,Year,Month
Textbook of Machine Learning and Data Mining : with Bioinformatics Applications,Hiroshi Mamitsuka,2968.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9784/9910/9784991044502.jpg,,388.0,Paperback,2018-09-12,Global Data Science Publishing,English,4991044502,9784991044502,,,156.0,234.0,20.0,540.0,2018,9
A Brief Introduction to Machine Learning for Engineers,Osvaldo Simeone,2628.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6808/9781680834727.jpg,,250.0,Paperback,2018-08-14,Now Publishers Inc,English,168083472X,9781680834727,Hanover,United States,156.0,234.0,13.72,359.0,2018,8
Artificial Intelligence and Machine Learning Fundamentals : Develop real-world applications powered by the latest AI advances,Zsolt Nagy,1029.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7898/9781789801651.jpg,,330.0,Paperback,2018-12-12,Packt Publishing Limited,English,1789801656,9781789801651,Birmingham,United Kingdom,75.0,93.0,17.53,566.99,2018,12
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2019, Wurzburg, Germany, September 16-20, 2019, Proceedings, Part II","Ulf Brefeld, Elisa Fromont, Andreas Hotho, Arno Knobbe, Marloes Maathuis, Celine Robardet",2553.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0304/9783030461461.jpg,,732.0,Paperback,2020-05-02,Springer,English,3030461467,9783030461461,Cham,Switzerland,155.0,235.0,38.35,1145.0,2020,5
"Machine Learning and Knowledge Discovery in Databases : International Workshops of ECML PKDD 2019, Wurzburg, Germany, September 16-20, 2019, Proceedings, Part I","Peggy Cellier, Kurt Driessens",3281.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0304/9783030438227.jpg,,679.0,Paperback,2020-03-28,Springer,English,3030438228,9783030438227,Cham,Switzerland,155.0,235.0,35.56,1056.0,2020,3
Mathematics and Programming for Machine Learning with R : From the Ground Up,William B. Claster,1871.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3675/9780367507855.jpg,,408.0,Paperback,2020-10-29,Taylor & Francis,English,0367507854,9780367507855,London,United Kingdom,178.0,254.0,27.94,794.0,2020,10
"Machine Learning for Medical Image Reconstruction : Third International Workshop, MLMIR 2020, Held in Conjunction with MICCAI 2020, Lima, Peru, October 8, 2020, Proceedings","Farah Deeba, Patricia Johnson, Tobias Wurfl, Jong Chul Ye",1844.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0306/9783030615970.jpg,,163.0,Paperback,2020-11-20,Springer,English,3030615979,9783030615970,Cham,Switzerland,155.0,235.0,9.4,273.0,2020,11
"Machine Learning, Optimization, and Data Science : 4th International Conference, LOD 2018, Volterra, Italy, September 13-16, 2018, Revised Selected Papers","Giuseppe Nicosia, Panos Pardalos, Giovanni Giuffrida, Renato Umeton, Vincenzo Sciacca",2762.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030137083.jpg,,562.0,Paperback,2019-02-14,Springer,English,3030137082,9783030137083,Cham,Switzerland,155.0,235.0,30.23,884.0,2019,2
Machine Learning Modeling for IoUT Networks : Internet of Underwater Things,"Ahmad A. Aziz El-Banna, Kaishun Wu",1508.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0306/9783030685669.jpg,,,Paperback,2021-04-17,Springer,English,3030685667,9783030685669,Cham,Switzerland,,,,,2021,4
Extensive Guide to Machine Learning and Python : Going From Theory To Practices,Dr Patrick Jeff,384.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/5811/9798581143896.jpg,,74.0,Paperback,2020-12-14,Independently Published,English,,9798581143896,,,140.0,216.0,4.0,95.0,2020,12
"Machine Learning, Sociogeny, and the Substance of Race",Ramon Amaro,629.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9567/9783956795633.jpg,,152.0,Paperback,2021-11-30,Sternberg Press,English,3956795636,9783956795633,,,,,,,2021,11
The Essentials of Machine Learning in Finance and Accounting,"Mohammad Zoynul Abedin, M. Kabir Hassan, Petr Hajek, Mohammed Mohi Uddin",1080.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3674/9780367480813.jpg,,296.0,Paperback,2021-06-01,Taylor & Francis,English,0367480816,9780367480813,London,United Kingdom,,,,,2021,6
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2009, Bled, Slovenia, September 7-11, 2009, Proceedings, Part II","Wray Buntine, Marko Grobelnik, Dunja Mladenic, John Shawe-Taylor",4481.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6420/9783642041730.jpg,2.0,762.0,Paperback,2009-09-03,Springer,English,3642041736,9783642041730,Berlin,Germany,155.0,235.0,30.48,1199.0,2009,9
Covariances in Computer Vision and Machine Learning,"Ha Quang Minh, Vittorio Murino, Gerard Medioni, Sven Dickinson",1980.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6817/9781681730134.jpg,,170.0,Paperback,2017-11-30,Morgan & Claypool Publishers,English,1681730138,9781681730134,San Rafael,United States,190.0,235.0,9.4,303.91,2017,11
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2017, Skopje, Macedonia, September 18-22, 2017, Proceedings, Part I","MICHELANGELO CECI, Jaakko Hollmen, Ljupco Todorovski, Celine Vens, Saso Dzeroski",2572.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3197/9783319712482.jpg,,852.0,Paperback,2018-01-19,Springer,English,3319712489,9783319712482,Cham,Switzerland,155.0,235.0,45.97,1377.0,2018,1
From Curve Fitting to Machine Learning : An Illustrative Guide to Scientific Data Analysis and Computational Intelligence,Achim Zielesny,4339.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3198/9783319813134.jpg,,498.0,Paperback,2018-04-22,Springer,English,3319813137,9783319813134,Cham,Switzerland,155.0,235.0,26.42,7723.0,2018,4
Pathways to Machine Learning and Soft Computing,"Jer-Guang Hsieh, Yih-Lon Lin, Ying-Sheng Kuo",741.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6250/9781625034427.jpg,,372.0,Paperback,2018-07-01,Ehgbooks,English,1625034423,9781625034427,,,152.0,229.0,21.0,544.0,2018,7
Data Mining and Machine Learning Software : Reference Guide,Patrick Schaufelberge,1872.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5396/9781539655923.jpg,,236.0,Paperback,2016-10-21,Createspace Independent Publishing Platform,English,153965592X,9781539655923,,,216.0,280.0,13.0,558.0,2016,10
Missing Data Problems in Machine Learning,Robin Parker,1806.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6392/9783639212280.jpg,,168.0,Paperback,2010-06-08,VDM Verlag,English,3639212282,9783639212280,Saarbrucken,Germany,152.0,229.0,10.0,254.0,2010,6
Studyguide for Pattern Recognition and Machine Learning,Christoper M. Bishop,1211.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6190/9781619057654.jpg,,344.0,Paperback,2011-08-31,CRAM101,English,1619057654,9781619057654,"Sim Valley, CA",United States,210.0,279.0,18.0,776.0,2011,8
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2010, Athens, Greece, September 5-9, 2011, Proceedings, Part I","Dimitrios Gunopulos, Thomas Hofmann, Donato Malerba, Michalis Vazirgiannis",2372.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642237799.jpg,3.0,649.0,Paperback,2012-03-01,Springer,English,3642237797,9783642237799,Berlin,Germany,155.0,235.0,33.02,1136.0,2012,3
"Machine Learning and Metaheuristics Algorithms, and Applications : First Symposium, SoMMA 2019, Trivandrum, India, December 18-21, 2019, Revised Selected Papers","Sabu M. Thampi, Ljiljana Trajkovic, Kuan-Ching Li, Swagatam Das, Michal Wozniak, Stefano Berretti",1843.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811543005.jpg,,265.0,Paperback,2020-04-05,Springer,English,9811543003,9789811543005,Singapore,Singapore,155.0,235.0,12.7,431.0,2020,4
"Cyber Security Cryptography and Machine Learning : Fourth International Symposium, CSCML 2020, Be'er Sheva, Israel, July 2-3, 2020, Proceedings","Shlomi Dolev, Vladimir Kolesnikov, Sachin Lodha, Gera Weiss",1778.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/0304/9783030497842.jpg,,255.0,Paperback,2020-06-04,Springer,English,3030497844,9783030497842,Cham,Switzerland,155.0,235.0,14.22,415.0,2020,6
Artificial Intelligence and Machine Learning for Business : The Ultimate Guide to Use Data Science for Business Through Applied Artificial Intelligence. Includes Big Data and Data Mining for Business,Oliver Tensor,414.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914067136.jpg,,122.0,Paperback,2020-10-13,Smart Creative Publishing,English,1914067134,9781914067136,,,152.0,229.0,7.0,172.0,2020,10
"Machine Learning, Revised and Updated Edition",Ethem Alpaydin,401.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2625/9780262542524.jpg,3.58,296.0,Paperback,2021-08-17,MIT Press,English,0262542528,9780262542524,,,,,,,2021,8
Artificial Intelligence and Machine Learning for Business,John Medicine,579.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914053009.jpg,,132.0,Paperback,2020-10-07,New Era Publishing Ltd,English,1914053001,9781914053009,,,152.0,229.0,7.0,186.0,2020,10
"Machine Learning with TensorFlow, Second Edition",Chris Mattmann,1257.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6172/9781617297717.jpg,,472.0,Paperback,2021-04-01,Manning Publications,English,1617297712,9781617297717,New York,United States,,,,,2021,4
"Analysis and Design of Machine Learning Techniques : Evolutionary Solutions for Regression, Prediction, and Control Problems",Patrick Stalph,3149.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6580/9783658049362.jpg,,155.0,Paperback,2014-02-28,Springer,English,3658049367,9783658049362,Dordrecht,Netherlands,148.0,210.0,10.41,2354.0,2014,2
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2014, Nancy, France, September 15-19, 2014. Proceedings, Part I","Toon Calders, Floriana Esposito, Eyke Hüllermeier, Rosa Meo",2393.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6624/9783662448472.jpg,,709.0,Paperback,2014-09-15,Springer,English,3662448475,9783662448472,Berlin,Germany,155.0,235.0,38.35,1038.73,2014,9
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2014, Nancy, France, September 15-19, 2014. Proceedings, Part III","Toon Calders, Floriana Esposito, Eyke Hüllermeier, Rosa Meo",1721.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6624/9783662448441.jpg,,533.0,Paperback,2014-09-23,Springer,English,3662448440,9783662448441,Berlin,Germany,155.0,235.0,29.46,866.0,2014,9
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2012, Bristol, UK, September 24-28, 2012. Proceedings, Part II","Peter A. Flach, Tijl De Bie, Nello Cristianini",2565.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6423/9783642334856.jpg,,867.0,Paperback,2012-08-15,Springer,English,3642334857,9783642334856,Berlin,Germany,155.0,235.0,44.96,1347.0,2012,8
Artificial Intelligence and Machine Learning in Libraries,Jason Griffey,1474.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8389/9780838918142.jpg,,32.0,Paperback,2019-01-30,American Library Association,English,083891814X,9780838918142,"Chicago, IL",United States,216.0,279.0,6.35,90.72,2019,1
Angular and Machine Learning Pocket Primer,Oswald Campesato,945.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6839/9781683924708.jpg,,200.0,Paperback,2020-07-28,Mercury Learning & Information,English,1683924703,9781683924708,,,152.0,229.0,15.24,408.23,2020,7
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2018, Dublin, Ireland, September 10-14, 2018, Proceedings, Part III","Ulf Brefeld, Edward Curry, Elizabeth Daly, Brian Macnamee, Alice Marascu, Fabio Pinelli, Michele Berlingerio, Neil Hurley",2367.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030109967.jpg,,706.0,Paperback,2019-01-18,Springer,English,3030109968,9783030109967,Cham,Switzerland,155.0,235.0,37.59,1116.0,2019,1
Machine Learning with R - Rattle Package,Dr Dhaval Maheta,1919.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/1394/9786139450527.jpg,,204.0,Paperback,2019-05-24,LAP Lambert Academic Publishing,English,6139450527,9786139450527,,,152.0,229.0,12.0,304.0,2019,5
Embedded Architectures for Speech and Machine Learning,"Soumyajit Dey, Anupam Basu",1567.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/8383/9783838397306.jpg,,128.0,Paperback,2010-09-21,LAP Lambert Academic Publishing,English,3838397304,9783838397306,,,152.0,229.0,8.0,200.0,2010,9
Applied Genetic Programming and Machine Learning,"Hitoshi Iba, Yoshihiko Hasegawa, Topon Kumar Paul",2346.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3673/9780367385279.jpg,4.0,349.0,Paperback,2019-10-12,Taylor & Francis,English,0367385279,9780367385279,London,United Kingdom,156.0,234.0,20.32,689.0,2019,10
Machine Learning Projects for Mobile Applications : Build Android and iOS applications using TensorFlow Lite and Core ML,Karthikeyan NG,1310.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7889/9781788994590.jpg,1.0,246.0,Paperback,2018-10-31,Packt Publishing Limited,English,1788994590,9781788994590,Birmingham,United Kingdom,75.0,93.0,13.21,430.91,2018,10
"Machine Learning for Medical Image Reconstruction : First International Workshop, MLMIR 2018, Held in Conjunction with MICCAI 2018, Granada, Spain, September 16, 2018, Proceedings","Florian Knoll, Andreas Maier, Daniel Rueckert",1163.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0300/9783030001285.jpg,,158.0,Paperback,2018-09-12,Springer,English,3030001288,9783030001285,Cham,Switzerland,155.0,235.0,9.14,267.0,2018,9
Machine Learning for Cyber Physical Systems : Selected papers from the International Conference ML4CPS 2018,"Jürgen Beyerer, Christian Kuhnert, Oliver Niggemann",1160.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6625/9783662584842.jpg,,136.0,Paperback,2019-01-10,Springer,English,3662584840,9783662584842,Weisbaden,Germany,168.0,240.0,7.87,257.0,2019,1
Building Machine Learning Projects with TensorFlow,Rodolfo Bonnin,1170.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7864/9781786466587.jpg,4.12,282.0,Paperback,2016-11-25,Packt Publishing Limited,English,1786466589,9781786466587,Birmingham,United Kingdom,191.0,235.0,15.49,503.49,2016,11
Designing Machine Learning Systems with Python,David Julian,1170.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7858/9781785882951.jpg,4.0,232.0,Paperback,2016-04-04,Packt Publishing Limited,English,1785882953,9781785882951,Birmingham,United Kingdom,191.0,235.0,12.45,403.7,2016,4
"Machine Learning Meets Medical Imaging : First International Workshop, MLMMI 2015, Held in Conjunction with ICML 2015, Lille, France, July 11, 2015, Revised Selected Papers","Kanwal Bhatia, Herve Lombaert",1635.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3192/9783319279282.jpg,,105.0,Paperback,2015-12-30,Springer,English,3319279289,9783319279282,Cham,Switzerland,155.0,235.0,6.1,1883.0,2015,12
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2015, Porto, Portugal, September 7-11, 2015, Proceedings, Part III","Albert Bifet, Michael May, Bianca Zadrozny, Ricard Gavalda, Dino Pedreschi, Francesco Bonchi, Jaime Cardoso, Myra Spiliopoulou",2252.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3192/9783319234601.jpg,,345.0,Paperback,2015-09-11,Springer,English,3319234609,9783319234601,Cham,Switzerland,155.0,235.0,19.81,5679.0,2015,9
Modelling With Multiple Machine Learning Methodologies : Autonomy Prediction System for Cost Estimation,"Ying Liu, Tong Chen, Feng Qian",1254.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5169/9781516985050.jpg,3.0,198.0,Paperback,2015-03-30,Createspace Independent Publishing Platform,English,1516985052,9781516985050,,,216.0,280.0,13.0,649.0,2015,3
Machine Learning for Corporate Failure Prediction,Kornik Saul,2166.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/8473/9783847379652.jpg,,364.0,Paperback,2013-09-04,LAP Lambert Academic Publishing,English,3847379658,9783847379652,,,152.0,229.0,21.0,531.0,2013,9
"Machine Learning for Medical Image Reconstruction : First International Workshop, MLMIR 2018, Held in Conjunction with MICCAI 2018, Granada, Spain, September 16, 2018, Proceedings","Florian Knoll, Andreas Maier, Daniel Rueckert",1163.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0300/9783030001285.jpg,,158.0,Paperback,2018-09-12,Springer,English,3030001288,9783030001285,Cham,Switzerland,155.0,235.0,9.14,267.0,2018,9
Machine Learning Projects for Mobile Applications : Build Android and iOS applications using TensorFlow Lite and Core ML,Karthikeyan NG,1310.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7889/9781788994590.jpg,1.0,246.0,Paperback,2018-10-31,Packt Publishing Limited,English,1788994590,9781788994590,Birmingham,United Kingdom,75.0,93.0,13.21,430.91,2018,10
"Advanced Machine Learning Technologies and Applications : First International Conference, AMLTA 2012, Cairo, Egypt, December 8-10, 2012, Proceedings","Aboul Ella Hassanien, Abdel-Badeeh M. Salem, Rabie Ramadan, Tai-hoon Kim",3468.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6423/9783642353253.jpg,,602.0,Paperback,2012-11-05,Springer,English,3642353258,9783642353253,Berlin,Germany,155.0,235.0,31.75,937.0,2012,11
Pathways to Machine Learning and Soft Computing : 邁向機器學習與軟計算之路（國際英文版）,"Jyh-Horng Jeng, 鄭志宏",864.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6478/9781647848606.jpg,,372.0,Paperback,2018-07-01,Ehgbooks,English,1647848601,9781647848606,,,152.0,229.0,21.0,544.0,2018,7
"Machine Learning, Optimization, and Data Science : 6th International Conference, LOD 2020, Siena, Italy, July 19-23, 2020, Revised Selected Papers, Part I","Giuseppe Nicosia, Varun Ojha, Emanuele La Malfa, Giorgio Jansen, Vincenzo Sciacca, Panos Pardalos, Giovanni Giuffrida, Renato Umeton",2766.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0306/9783030645823.jpg,,740.0,Paperback,2021-03-06,Springer,English,3030645827,9783030645823,Cham,Switzerland,,,,,2021,3
