Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight,Year,Month
Accelerated Optimization for Machine Learning : First-Order Algorithms,"Zhouchen Lin, Huan Li, Cong Fang",3214.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811529092.jpg,,275.0,Hardback,2020-05-30,Springer,English,9811529094,9789811529092,Singapore,Singapore,155.0,235.0,20.57,640.0,2020,5
Applications of Machine Learning,"Prashant Johri, Jitendra Kumar Verma, Sudip Paul",3392.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811533563.jpg,,394.0,Hardback,2020-05-05,Springer,English,9811533563,9789811533563,Singapore,Singapore,155.0,235.0,23.88,787.0,2020,5
Advances in Machine Learning II : Dedicated to the memory of Professor Ryszard S. Michalski,"Jacek Koronacki, Zbigniew W. Ras, Slawomir T. Wierzchon",7575.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6420/9783642051784.jpg,,531.0,Hardback,2011-01-01,Springer,English,3642051782,9783642051784,Berlin,Germany,155.0,235.0,33.02,1087.0,2011,1
Reram-Based Machine Learning,"Hao Yu, Leibin Ni, Sai Manoj Pudukotai Dinakarrao",3772.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8395/9781839530814.jpg,,300.0,Hardback,2021-05-27,Institution of Engineering & Technology,English,1839530812,9781839530814,Stevenage,United Kingdom,,,,,2021,5
Machine Learning for Beginners,Jason Knox,729.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8012/9781801200813.jpg,,148.0,Hardback,2020-11-19,Charlie Creative Lab,English,1801200815,9781801200813,,,152.0,229.0,10.0,367.0,2020,11
Machine Learning Book Python : The Perfect Handbook For Building A Top-Notch Code In Scratch And Using Python Data Science Programming To Elevate Your Skills Out Of The Ordinary,Michael and Eric Scratch,716.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8013/9781801326995.jpg,,116.0,Hardback,2020-11-25,Luca Pino,English,1801326991,9781801326995,,,152.0,229.0,8.0,327.0,2020,11
Machine Learning and Systems Engineering,"Sio-Iong Ao, Burghard B. Rieger, Mahyar Amouzegar",6209.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/0481/9789048194186.jpg,3.5,614.0,Hardback,2010-11-01,Springer,English,9048194180,9789048194186,Dordrecht,Netherlands,155.0,235.0,35.05,2340.0,2010,11
Machine Learning and Deep Learning Using Python and Tensorflow,"Venkata Reddy Konasani, Shailendra Kadre",2489.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2604/9781260462296.jpg,,560.0,Hardback,2021-02-09,McGraw-Hill Education,English,1260462293,9781260462296,,,,,,,2021,2
Machine Learning and its Applications,Peter Wlodarczak,4083.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1383/9781138328228.jpg,,188.0,Hardback,2019-11-12,Taylor & Francis,English,1138328227,9781138328228,London,United Kingdom,156.0,235.0,15.24,503.0,2019,11
Text Mining with Machine Learning : Principles and Techniques,"Jan Zizka, Frantisek Darena, Arnost Svoboda",4180.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1386/9781138601826.jpg,,352.0,Hardback,2019-11-20,Taylor & Francis,English,1138601829,9781138601826,London,United Kingdom,156.0,235.0,22.86,485.0,2019,11
Machine Learning for Speaker Recognition,"Man-Wai Mak, Jen-Tzung Chien",2760.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1084/9781108428125.jpg,,334.0,Hardback,2021-01-07,CAMBRIDGE UNIVERSITY PRESS,English,1108428126,9781108428125,Cambridge,United Kingdom,177.0,250.0,19.0,760.0,2021,1
Implementations and Applications of Machine Learning,"Saad Subair, Christopher Thron",3705.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0303/9783030378295.jpg,,280.0,Hardback,2020-04-25,Springer,English,3030378292,9783030378295,Cham,Switzerland,155.0,235.0,17.53,606.0,2020,4
Machine Learning in Bioinformatics,"Yanqing Zhang, Jagath C. Rajapakse",3415.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4701/9780470116623.jpg,4.0,456.0,Hardback,2009-01-16,Wiley,English,0470116625,9780470116623,New York,United States,164.0,242.0,32.0,890.0,2009,1
Optimization in Machine Learning and Applications,"Anand J. Kulkarni, Suresh Chandra Satapathy",3582.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811509933.jpg,,197.0,Hardback,2019-12-10,Springer,English,981150993X,9789811509933,Singapore,Singapore,155.0,235.0,12.7,483.0,2019,12
Machine Learning for Asset Management : New Developments and Financial Applications,Emmanuel Jurczenko,4312.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7863/9781786305442.jpg,,460.0,Hardback,2020-10-06,ISTE LTD,English,1786305445,9781786305442,London,United Kingdom,165.0,234.0,31.0,862.0,2020,10
Machine Learning Technologies and Applications : Proceedings of ICACECS 2020,"C. Kiran Mai, A. Brahmananda Reddy, K. Srujan Raju",5531.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8133/9789813340459.jpg,,312.0,Hardback,2021-03-09,Springer,English,9813340452,9789813340459,Singapore,Singapore,,,,,2021,3
Machine Learning and Data Science : Fundamentals and Applications,"Prateek Agrawal, Charu Gupta, Anand Sharma, Vishu Nadaan, Nisheeth Joshi",5657.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1197/9781119775614.jpg,,350.0,Hardback,2021-05-21,Wiley,English,1119775612,9781119775614,New York,United States,,,,,2021,5
Machine Learning in Complex Networks,"Thiago Christiano Silva, Liang Zhao",3365.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3191/9783319172897.jpg,3.0,331.0,Hardback,2016-02-29,Springer,English,3319172891,9783319172897,Cham,Switzerland,155.0,235.0,20.57,6506.0,2016,2
Dynamic Fuzzy Machine Learning,"Fanzhang Li, Li Zhang, Zhao Zhang",4480.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/1105/9783110518702.jpg,,337.0,Hardback,2017-12-04,De Gruyter,English,3110518708,9783110518702,Berlin,Germany,170.0,240.0,22.86,781.0,2017,12
Machine Learning in Healthcare Informatics,"Sumeet Dua, U. Rajendra Acharya, Prerna Dua",5952.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6424/9783642400162.jpg,2.0,332.0,Hardback,2014-01-01,Springer,English,3642400167,9783642400162,Berlin,Germany,155.0,235.0,20.57,6387.0,2014,1
Machine Learning in Medicine : Part Three,"Ton J. Cleophas, Aeilko H. Zwinderman",3212.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/4007/9789400778689.jpg,3.0,224.0,Hardback,2013-12-11,Springer,English,9400778686,9789400778689,Dordrecht,Netherlands,155.0,235.0,16.0,4912.0,2013,12
Lie Group Machine Learning,"Fanzhang Li, Li Zhang, Zhao Zhang",4249.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/1105/9783110500684.jpg,1.0,533.0,Hardback,2018-12-01,De Gruyter,English,311050068X,9783110500684,Berlin,Germany,170.0,240.0,35.56,1120.0,2018,12
Machine Learning and AI in Finance,"German Creamer, Gary Kazantsev, Tomaso Aste",4023.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3677/9780367703325.jpg,,120.0,Hardback,2021-04-06,Taylor & Francis,English,0367703327,9780367703325,London,United Kingdom,,,,,2021,4
Automated Machine Learning,"Joaquin Vanschoren, Lars Kotthoff, Frank Hutter",1534.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0132/9781013271670.jpg,,222.0,Hardback,2020-10-08,Saint Philip Street Press,English,101327167X,9781013271670,,,216.0,280.0,14.0,807.0,2020,10
Machine Learning for Beginners,Jeff MC Frockman,753.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8011/9781801111218.jpg,,150.0,Hardback,2020-10-30,Charlie Creative Lab,English,1801111219,9781801111218,,,152.0,229.0,10.0,372.0,2020,10
Python Machine Learning,Kevin Howey,666.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914015779.jpg,,182.0,Hardback,2020-12-04,Digital Marketing Revolution Ltd,English,1914015770,9781914015779,,,127.0,203.0,11.0,308.0,2020,12
Machine Learning and Robot Perception,"Bruno Apolloni, Ashish Ghosh, Ferda Alpaslan, Srikanta Patnaik",5055.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5402/9783540265498.jpg,4.0,354.0,Hardback,2005-10-16,Springer,English,354026549X,9783540265498,Berlin,Germany,155.0,233.0,22.86,784.0,2005,10
Multi-Objective Machine Learning,Yaochu Jin,9675.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5403/9783540306764.jpg,3.0,660.0,Hardback,2006-04-16,Springer,English,3540306765,9783540306764,Berlin,Germany,155.0,235.0,36.58,2460.0,2006,4
Combinatorial Machine Learning : A Rough Set Approach,"Mikhail Moshkov, Beata Zielosko",3832.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642209949.jpg,3.33,182.0,Hardback,2011-07-28,Springer,English,3642209947,9783642209949,Berlin,Germany,155.0,235.0,12.7,1000.0,2011,7
Machine Learning Paradigms : Applications in Recommender Systems,"Aristomenis S. Lampropoulos, George A. Tsihrintzis",3511.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3191/9783319191348.jpg,,125.0,Hardback,2015-06-25,Springer,English,3319191349,9783319191348,Cham,Switzerland,155.0,235.0,9.65,3435.0,2015,6
An Introduction to Machine Learning,Miroslav Kubat,2504.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3196/9783319639123.jpg,3.67,348.0,Hardback,2017-09-08,Springer,English,3319639129,9783319639123,Cham,Switzerland,155.0,235.0,20.57,6682.0,2017,9
"Machine Learning in Quantitative Finance : History, Theory, and Applications",William McGhee,2012.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1195/9781119524342.jpg,,304.0,Hardback,2021-09-07,Wiley,English,1119524342,9781119524342,New York,United States,,,,,2021,9
"Human and Machine Learning : Visible, Explainable, Trustworthy and Transparent","Jianlong Zhou, Fang Chen",2112.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3199/9783319904023.jpg,4.0,482.0,Hardback,2018-07-02,Springer,English,3319904027,9783319904023,Cham,Switzerland,155.0,235.0,28.7,922.0,2018,7
Fundamentals of Machine Learning,Percy Vaughn,3564.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6354/9781635496796.jpg,,242.0,Hardback,2018-05-15,Larsen and Keller Education,English,1635496799,9781635496796,,,203.0,276.0,14.0,794.0,2018,5
Machine Learning for Evolution Strategies,Oliver Kramer,3795.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3193/9783319333816.jpg,,124.0,Hardback,2016-06-06,Springer,English,331933381X,9783319333816,Cham,Switzerland,155.0,235.0,9.65,3317.0,2016,6
Emerging Paradigms in Machine Learning,"Sheela Ramanna, Lakhmi C Jain, Robert J. Howlett",3708.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642286988.jpg,3.0,498.0,Hardback,2012-08-01,Springer,English,3642286984,9783642286988,Berlin,Germany,155.0,235.0,33.02,939.0,2012,8
Applied Machine Learning,M. Gopal,2045.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2604/9781260456844.jpg,4.0,656.0,Hardback,2019-06-05,McGraw-Hill Education,English,1260456846,9781260456844,OH,United States,,,,,2019,6
Understanding Machine Learning,Margaret Nash,3812.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6324/9781632409119.jpg,,270.0,Hardback,2019-06-18,Clanrye International,English,1632409119,9781632409119,,,178.0,254.0,16.0,689.0,2019,6
Machine Learning for Predictive Analysis : Proceedings of ICTIS 2020,"Amit Joshi, Mahdi Khosravy, Neeraj Gupta",8053.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811571053.jpg,,627.0,Hardback,2020-12-09,Springer,English,9811571058,9789811571053,Singapore,Singapore,155.0,235.0,35.05,1148.0,2020,12
The Cultural Life of Machine Learning : An Incursion into Critical AI Studies,"Jonathan Roberge, Michael Castelle",2745.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0305/9783030562854.jpg,,289.0,Hardback,2021-02-22,Springer,English,3030562859,9783030562854,Cham,Switzerland,148.0,210.0,19.05,529.0,2021,2
Ensemble Machine Learning : Methods and Applications,"Cha Zhang, Yunqian Ma",5367.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4419/9781441993250.jpg,3.83,332.0,Hardback,2012-02-17,Springer,English,1441993258,9781441993250,"New York, NY",United States,155.0,235.0,20.57,676.0,2012,2
Informatics and Machine Learning : From Martingales to Metaheuristics,Stephen Winters-Hilt,3269.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1197/9781119716747.jpg,,550.0,Hardback,2021-10-12,Wiley,English,1119716748,9781119716747,Hoboken,United States,,,,,2021,10
Machine Learning Research Progress,"Hannah Peters, Mia Vogel",10705.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6045/9781604566468.jpg,3.33,488.0,Hardback,2010-05-21,Nova Science Publishers Inc,English,1604566469,9781604566468,New York,United States,180.0,260.0,30.48,1034.0,2010,5
Ensembles in Machine Learning Applications,"Oleg Okun, Giorgio Valentini, Matteo Re",3341.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642229091.jpg,2.33,252.0,Hardback,2011-09-28,Springer,English,3642229093,9783642229091,Berlin,Germany,155.0,235.0,20.32,626.0,2011,9
Machine Learning and Deep Learning in Real-Time Applications,"Mehul Mahrishi, Kamal Kant Hiran, Gaurav Meena, Paawan Sharma",6320.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7998/9781799830955.jpg,,372.0,Hardback,2020-06-08,Engineering Science Reference,English,1799830950,9781799830955,,,216.0,280.0,22.0,1148.0,2020,6
Machine Learning in Medicine : Part Two,"Ton J. Cleophas, Aeilko H. Zwinderman",2488.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/4007/9789400768857.jpg,4.0,231.0,Hardback,2013-06-12,Springer,English,9400768850,9789400768857,Dordrecht,Netherlands,155.0,235.0,16.0,541.0,2013,6
Empirical Approach to Machine Learning,"Plamen P. Angelov, Xiaowei Gu",3376.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0300/9783030023836.jpg,,423.0,Hardback,2018-12-13,Springer,English,3030023834,9783030023836,Cham,Switzerland,155.0,235.0,25.4,846.0,2018,12
"Machine Learning for Beginners 2019 : The Ultimate Guide to Artificial Intelligence, Neural Networks, and Predictive Modelling (Data Mining Algorithms & Applications for Finance, Business & Marketing)",Matt Henderson,1029.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9991/9781999177034.jpg,3.25,114.0,Hardback,2019-06-05,This Is Charlotte.,English,1999177037,9781999177034,,,216.0,280.0,8.0,558.0,2019,6
Machine Learning Paradigms : Artificial Immune Systems and their Applications in Software Personalization,"Dionisios N. Sotiropoulos, George A. Tsihrintzis",4314.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3194/9783319471921.jpg,,327.0,Hardback,2016-11-04,Springer,English,3319471929,9783319471921,Cham,Switzerland,155.0,235.0,20.57,6387.0,2016,11
Machine Learning with SAP,"Laboni Bhowmik, Avijit Dhar, Ranajay Murherjee",1799.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4932/9781493219261.jpg,,550.0,Hardback,2021-01-28,SAP Press,English,149321926X,9781493219261,Maryland,United States,,,,,2021,1
Machine Learning in Insurance,"Jens Perch Nielsen, Vali Asimit, Ioannis Kyriakou",1695.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0393/9783039364473.jpg,,260.0,Hardback,2020-07-16,MDPI AG,English,3039364472,9783039364473,,,170.0,244.0,22.0,762.0,2020,7
"Human and Machine Learning : Visible, Explainable, Trustworthy and Transparent","Jianlong Zhou, Fang Chen",2112.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3199/9783319904023.jpg,4.0,482.0,Hardback,2018-07-02,Springer,English,3319904027,9783319904023,Cham,Switzerland,155.0,235.0,28.7,922.0,2018,7
An Introduction to Machine Learning,Miroslav Kubat,2504.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3196/9783319639123.jpg,3.67,348.0,Hardback,2017-09-08,Springer,English,3319639129,9783319639123,Cham,Switzerland,155.0,235.0,20.57,6682.0,2017,9
Machine Learning Paradigms : Applications in Recommender Systems,"Aristomenis S. Lampropoulos, George A. Tsihrintzis",3511.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3191/9783319191348.jpg,,125.0,Hardback,2015-06-25,Springer,English,3319191349,9783319191348,Cham,Switzerland,155.0,235.0,9.65,3435.0,2015,6
Emerging Paradigms in Machine Learning,"Sheela Ramanna, Lakhmi C Jain, Robert J. Howlett",3708.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642286988.jpg,3.0,498.0,Hardback,2012-08-01,Springer,English,3642286984,9783642286988,Berlin,Germany,155.0,235.0,33.02,939.0,2012,8
Machine Learning for Evolution Strategies,Oliver Kramer,3795.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3193/9783319333816.jpg,,124.0,Hardback,2016-06-06,Springer,English,331933381X,9783319333816,Cham,Switzerland,155.0,235.0,9.65,3317.0,2016,6
Applied Machine Learning,M. Gopal,2045.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2604/9781260456844.jpg,4.0,656.0,Hardback,2019-06-05,McGraw-Hill Education,English,1260456846,9781260456844,OH,United States,,,,,2019,6
Understanding Machine Learning,Margaret Nash,3812.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6324/9781632409119.jpg,,270.0,Hardback,2019-06-18,Clanrye International,English,1632409119,9781632409119,,,178.0,254.0,16.0,689.0,2019,6
The Cultural Life of Machine Learning : An Incursion into Critical AI Studies,"Jonathan Roberge, Michael Castelle",2745.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0305/9783030562854.jpg,,289.0,Hardback,2021-02-22,Springer,English,3030562859,9783030562854,Cham,Switzerland,148.0,210.0,19.05,529.0,2021,2
Machine Learning for Predictive Analysis : Proceedings of ICTIS 2020,"Amit Joshi, Mahdi Khosravy, Neeraj Gupta",8053.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811571053.jpg,,627.0,Hardback,2020-12-09,Springer,English,9811571058,9789811571053,Singapore,Singapore,155.0,235.0,35.05,1148.0,2020,12
Informatics and Machine Learning : From Martingales to Metaheuristics,Stephen Winters-Hilt,3269.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1197/9781119716747.jpg,,550.0,Hardback,2021-10-12,Wiley,English,1119716748,9781119716747,Hoboken,United States,,,,,2021,10
Ensemble Machine Learning : Methods and Applications,"Cha Zhang, Yunqian Ma",5367.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4419/9781441993250.jpg,3.83,332.0,Hardback,2012-02-17,Springer,English,1441993258,9781441993250,"New York, NY",United States,155.0,235.0,20.57,676.0,2012,2
Ensembles in Machine Learning Applications,"Oleg Okun, Giorgio Valentini, Matteo Re",3341.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642229091.jpg,2.33,252.0,Hardback,2011-09-28,Springer,English,3642229093,9783642229091,Berlin,Germany,155.0,235.0,20.32,626.0,2011,9
Machine Learning Research Progress,"Hannah Peters, Mia Vogel",10705.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6045/9781604566468.jpg,3.33,488.0,Hardback,2010-05-21,Nova Science Publishers Inc,English,1604566469,9781604566468,New York,United States,180.0,260.0,30.48,1034.0,2010,5
Cause Effect Pairs in Machine Learning,"Isabelle Guyon, Alexander Statnikov, Berna Bakir Batu",2560.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0302/9783030218096.jpg,,372.0,Hardback,2019-12-19,Springer,English,3030218090,9783030218096,Cham,Switzerland,155.0,235.0,22.35,746.0,2019,12
Machine Learning Paradigms : Advances in Data Analytics,"George A. Tsihrintzis, Dionisios N. Sotiropoulos, Lakhmi C. Jain",4772.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3199/9783319940298.jpg,,370.0,Hardback,2018-07-12,Springer,English,3319940295,9783319940298,Cham,Switzerland,155.0,235.0,22.35,746.0,2018,7
Big Data and Machine Learning,Brett S. Martin,787.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5995/9781599539386.jpg,3.0,48.0,Hardback,2018-07-01,Norwood House Press,English,1599539381,9781599539386,"Chicago, IL",United States,180.0,230.0,7.62,280.0,2018,7
An Introduction to Machine Learning,"Gopinath Rebala, Ajay Ravi, Sanjay Churiwala",2923.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030157289.jpg,4.0,263.0,Hardback,2019-05-17,Springer,English,3030157288,9783030157289,Cham,Switzerland,155.0,235.0,17.53,600.0,2019,5
Machine Learning for Healthcare Technologies,David A. Clifton,3479.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8491/9781849199780.jpg,,320.0,Hardback,2016-11-19,Institution of Engineering and Technology,English,1849199787,9781849199780,Stevenage,United Kingdom,156.0,234.0,20.32,589.67,2016,11
Machine Learning Approaches To Bioinformatics,Zheng Rong Yang,3361.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8142/9789814287302.jpg,4.33,336.0,Hardback,2010-08-30,World Scientific Publishing Co Pte Ltd,English,981428730X,9789814287302,Singapore,Singapore,,,,,2010,8
Multi-Agent Machine Learning : A Reinforcement Approach,H. M. Schwartz,3133.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1183/9781118362082.jpg,4.0,256.0,Hardback,2014-09-01,Wiley,English,111836208X,9781118362082,New York,United States,154.0,241.0,20.0,544.0,2014,9
Applications of Machine Learning,"Prashant Johri, Jitendra Kumar Verma, Sudip Paul",3392.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811533563.jpg,,394.0,Hardback,2020-05-05,Springer,English,9811533563,9789811533563,Singapore,Singapore,155.0,235.0,23.88,787.0,2020,5
Accelerated Optimization for Machine Learning : First-Order Algorithms,"Zhouchen Lin, Huan Li, Cong Fang",3214.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811529092.jpg,,275.0,Hardback,2020-05-30,Springer,English,9811529094,9789811529092,Singapore,Singapore,155.0,235.0,20.57,640.0,2020,5
Machine Learning in Cognitive IoT,"Neeraj Kumar, Aaisha Makkar",2565.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3673/9780367359164.jpg,,296.0,Hardback,2020-06-01,Taylor & Francis,English,0367359162,9780367359164,London,United Kingdom,156.0,235.0,22.86,748.0,2020,6
Algorithms in Machine Learning Paradigms,"JYOTSNA KUMAR MANDAL, Somnath Mukhopadhyay, Paramartha Dutta, Kousik Dasgupta",3629.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811510403.jpg,,195.0,Hardback,2020-01-04,Springer,English,9811510407,9789811510403,Singapore,Singapore,155.0,235.0,12.7,483.0,2020,1
Reram-Based Machine Learning,"Hao Yu, Leibin Ni, Sai Manoj Pudukotai Dinakarrao",3772.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8395/9781839530814.jpg,,300.0,Hardback,2021-05-27,Institution of Engineering & Technology,English,1839530812,9781839530814,Stevenage,United Kingdom,,,,,2021,5
Machine Learning for Beginners,Jason Knox,729.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8012/9781801200813.jpg,,148.0,Hardback,2020-11-19,Charlie Creative Lab,English,1801200815,9781801200813,,,152.0,229.0,10.0,367.0,2020,11
Machine Learning Book Python : The Perfect Handbook For Building A Top-Notch Code In Scratch And Using Python Data Science Programming To Elevate Your Skills Out Of The Ordinary,Michael and Eric Scratch,716.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8013/9781801326995.jpg,,116.0,Hardback,2020-11-25,Luca Pino,English,1801326991,9781801326995,,,152.0,229.0,8.0,327.0,2020,11
Advances in Machine Learning II : Dedicated to the memory of Professor Ryszard S. Michalski,"Jacek Koronacki, Zbigniew W. Ras, Slawomir T. Wierzchon",7575.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6420/9783642051784.jpg,,531.0,Hardback,2011-01-01,Springer,English,3642051782,9783642051784,Berlin,Germany,155.0,235.0,33.02,1087.0,2011,1
Cause Effect Pairs in Machine Learning,"Isabelle Guyon, Alexander Statnikov, Berna Bakir Batu",2560.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0302/9783030218096.jpg,,372.0,Hardback,2019-12-19,Springer,English,3030218090,9783030218096,Cham,Switzerland,155.0,235.0,22.35,746.0,2019,12
Computational Trust Models and Machine Learning,"Xin Liu, Anwitaman Datta, Ee-Peng Lim",3119.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4822/9781482226669.jpg,3.0,232.0,Hardback,2014-11-14,Apple Academic Press Inc.,English,1482226669,9781482226669,Oakville,Canada,156.0,235.0,20.32,454.0,2014,11
Statistical Learning from a Regression Perspective,Richard A. Berk,4177.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3877/9780387775005.jpg,4.42,360.0,Hardback,2008-08-01,Springer,English,0387775005,9780387775005,"New York, NY",United States,155.0,235.0,22.86,714.0,2008,8
An Elementary Introduction to Statistical Learning Theory,"Sanjeev Kulkarni, Gilbert Harman",2447.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4706/9780470641835.jpg,4.17,232.0,Hardback,2011-08-02,Wiley,English,0470641835,9780470641835,New York,United States,172.0,242.0,19.0,572.0,2011,8
Signal Processing and Machine Learning for Brain-Machine Interfaces,"Toshihisa Tanaka, Mahnaz Arvaneh",3045.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7856/9781785613982.jpg,,360.0,Hardback,2018-11-18,Institution of Engineering and Technology,English,1785613987,9781785613982,Stevenage,United Kingdom,156.0,234.0,22.86,680.39,2018,11
